名字,简介,包名,ID,appid,下载地址,类型
青云传,国风仙子，青云入梦,com.lshd.qyz.huawei,47883b00ef944cfe8c33105ffbc5593b,C100492465,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/47/47883b00ef944cfe8c33105ffbc5593b/com.lshd.qyz.huawei.2004141532.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=40&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
剑与契约,次世代古风玄幻巨作,com.xigua.xmws.huawei,316011fafb4b499dad899c2b31cc89a2,C100584379,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/31/316011fafb4b499dad899c2b31cc89a2/com.xigua.xmws.huawei.2006171801.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=41&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
龙纪元,一刀霸主，享受无双割草的快感,com.qingyun.ljy.huawei,36f325b4479d4aa9b784c18556966fbb,C100595453,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/36/36f325b4479d4aa9b784c18556966fbb/com.qingyun.ljy.huawei.2006182146.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=42&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
一剑斩仙,高爆版仙侠，送VIP、时装,com.mg.yjzx.huawei,27a127ed64194933a2b6344d16465fe4,C101133125,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/27/27a127ed64194933a2b6344d16465fe4/com.mg.yjzx.huawei.2004201954.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=43&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
刀剑情缘,重回盛唐，看人与妖灵共舞,com.dkm.sdfml.djqy.c.huawei,3c29a1c389c04fef98132fea8f350487,C100853359,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/3c/3c29a1c389c04fef98132fea8f350487/com.dkm.sdfml.djqy.c.huawei.2004281527.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=44&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
百战天下,登录即送独家限量珍稀时装,com.bztx.net.sdk.huawei,68177e8f33d04fd49d0a5ec02d4674bd,C100164747,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/68/68177e8f33d04fd49d0a5ec02d4674bd/com.bztx.net.sdk.huawei.1812291738.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=45&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
影之传说,新职业☆送50连抽☆送永久VIP,com.d7game.wjdz.huawei,1d91caf2e9214000befff5992c4aef37,C101148871,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/1d/1d91caf2e9214000befff5992c4aef37/com.d7game.wjdz.huawei.2006171851.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=46&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
西游记之大圣归来,国漫电影票房冠军，正版3D动作手游！,com.kaopu.dsgl.huawei,3b36c325646a4ef099a8b3261aee5d21,C10829644,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/3b/3b36c325646a4ef099a8b3261aee5d21/com.kaopu.dsgl.huawei.2006101638.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=47&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
预言世界,国民玄幻手游.万人城战热血争霸!,com.yysj.yyyl.huawei,76f4e6bb2cb54897af011d2af82427ea,C100668715,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/76/76f4e6bb2cb54897af011d2af82427ea/com.yysj.yyyl.huawei.2005301142.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=48&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
少年封神,成为三界主宰！,com.dca.snfs.huawei,434db487c2fc4b8683aa1dfc3f315160,C100852697,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/43/434db487c2fc4b8683aa1dfc3f315160/com.dca.snfs.huawei.1907011424.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=49&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
凡人飞仙传,千人同屏，首款浮空战斗仙侠手游,com.cmge.frfxz.huawei,085000453f1b4618a5478b824dc217ad,C100322413,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/08/085000453f1b4618a5478b824dc217ad/com.cmge.frfxz.huawei.2004101212.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=50&extendStr=serviceType%3A20%3Bs%3A1593496676175%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e47eefba098b4dbf9b66180a66f8954a&maple=0&distOpEntity=HWSW,仙侠
昆仑墟,全屏3D技能特效，萌系神宠自由捕捉。,com.klx.jingqi.huawei,83ccf55f75ae47d5a7719008e28a7941,C100050273,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/83/83ccf55f75ae47d5a7719008e28a7941/com.klx.jingqi.huawei.1804271444.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=51&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
御剑仙缘,御剑看山海经年，修仙遇三世情缘,com.taifeng.yujianxy.huawei,af2f6829e9e642759159ed5c05ade502,C100213941,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/af/af2f6829e9e642759159ed5c05ade502/com.taifeng.yujianxy.huawei.2006051457.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=52&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
教主之家,首充4倍元宝，送5倍攻速，满地光柱，元宝免费领取,com.jzzj.HUAWEI,a5cc52ab67674d6e9186159f5a0c9d4f,C102096471,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/a5/a5cc52ab67674d6e9186159f5a0c9d4f/com.jzzj.HUAWEI.2006291633.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=53&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
梦道,浪漫回合制，尽在梦道！,com.hotgame.menddao.huawei,186be96ace0d4169b237e3e8c1af3630,C100436341,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/18/186be96ace0d4169b237e3e8c1af3630/com.hotgame.menddao.huawei.1812242143.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=54&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
剑仙轩辕志,唯美国风仙侠浪漫修真角色扮演手游,com.game.jianxianxyz.huawei,7a877c593209439086b0251476f98198,C101073011,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/7a/7a877c593209439086b0251476f98198/com.game.jianxianxyz.huawei.2006091441.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=55&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
剑荡江湖,《剑荡江湖》以古代仙侠故事作为背景，魔族威胁三界，主角为了三界的和平与安宁，毅然踏上了消灭魔族的道路,com.gank.jdjh.huawei,b261a276a9ac4203a90cd6a46a65c823,C100793587,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/b2/b261a276a9ac4203a90cd6a46a65c823/com.gank.jdjh.huawei.2001071716.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=56&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
天仙变,灾难浩劫天将崩，众神归位降妖魔,com.txb.kyx.huawei,de9fbe324ae044e9b70e8843676e7691,C102203703,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/de/de9fbe324ae044e9b70e8843676e7691/com.txb.kyx.huawei.2005271635.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=57&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
凡人飞仙传,首款跨服空战仙侠H5,com.frfxz.huawei.kuaiyouxi,20dd471593624701b16463cc08e5aad5,C100440451,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/20/20dd471593624701b16463cc08e5aad5/com.frfxz.huawei.kuaiyouxi.2004291501.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=58&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
尘缘,寻仙觅妖，仙踪初现，一切尽在尘缘,com.cyyx.chenyuanh5.kyx.huawei,8619631351d6414894a3bbf6970227ab,C100702907,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/86/8619631351d6414894a3bbf6970227ab/com.cyyx.chenyuanh5.kyx.huawei.1905231216.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=59&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
修罗武神,武侠的世界，需要你的加入！,h5.chineseall.com,5b1be9ffe49f44aeb93be5da99803a66,C100438443,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/5b/5b1be9ffe49f44aeb93be5da99803a66/h5.chineseall.com.1904031543.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=60&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
猎妖,绝美国风仙侠御剑修仙3D角色扮演手游,com.game.liey.huawei,eada8e6a8fa6402e99c110a1748b0c32,C101901009,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/ea/eada8e6a8fa6402e99c110a1748b0c32/com.game.liey.huawei.2006231615.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=61&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
仙灵修真,轻松修仙自由转职唯美国风仙侠手游,com.game.xianlingxz.huawei,70eaeb7c89644af9a7925635237ec52f,C101234937,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/70/70eaeb7c89644af9a7925635237ec52f/com.game.xianlingxz.huawei.2006231704.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=62&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
神之六面,多人在线热血PK，还你少年时的快乐,com.szlm.lctx.huawei,6470b10dacea48d797a3c46662e2d0cd,C101923037,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/64/6470b10dacea48d797a3c46662e2d0cd/com.szlm.lctx.huawei.2005301029.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=63&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
剑凌苍穹,2018年度巨作国韵3D神话修仙手游,com.mk.jianling.huawei,3f43f5589d8e41dfbabd95053e4d3637,C100403839,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/3f/3f43f5589d8e41dfbabd95053e4d3637/com.mk.jianling.huawei.1904011700.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=64&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
仙剑奇侠传回合,乘风御剑，重温仙剑情缘！,com.gaea.xianjian.huawei,9606e64157d140e187500d96897921ea,C10563708,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/96/9606e64157d140e187500d96897921ea/com.gaea.xianjian.huawei.2005121601.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=65&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
古剑飞仙,探秘幻月洞府，破解仙界危机！,com.dkm.bxxj.huawei,67df3c4e6c5e4acb992a11b7c93fd2af,C100821445,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/67/67df3c4e6c5e4acb992a11b7c93fd2af/com.dkm.bxxj.huawei.2006121612.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=66&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
剑踪情缘,仙侠情缘修仙游戏——仙侣结婚双修游戏,com.aiyou.jianzongqy.huawei,f3465ea0856c4a5b918a22f37d14b526,C100434709,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f3/f3465ea0856c4a5b918a22f37d14b526/com.aiyou.jianzongqy.huawei.2006121634.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=67&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
北凉悍刀行,道玄上阵，飞剑降世，六大职业争霸,com.bl.acing.huawei,df8b56291aa54950a164d4e2112db09e,C10574171,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/df/df8b56291aa54950a164d4e2112db09e/com.bl.acing.huawei.2003121717.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=68&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
天影剑侠,大型玄幻仙侠角色扮演游戏,com.ydn.tyjx.huawei,3e2e5e6e1563470faca815474998c3cb,C102178355,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/3e/3e2e5e6e1563470faca815474998c3cb/com.ydn.tyjx.huawei.2005181220.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=69&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
狂神无双,装备变态掉落，官方RMB回收,com.qule.kswstd.huawei,92c0a3184e8b41d0b4e81b27af2e666d,C100352419,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/92/92c0a3184e8b41d0b4e81b27af2e666d/com.qule.kswstd.huawei.1912181821.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=70&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
纸莲,唯美古风，国民武侠,com.zl.huawei,e32c1b4830a94f5ab4d3e921992c819a,C100955609,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/e3/e32c1b4830a94f5ab4d3e921992c819a/com.zl.huawei.2005191033.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=71&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
天行道,天劫奇遇，征服上古神兽，雷火双神作伴出击！,com.junhaiyouxi.txd.huawei,d1470e8a95614481ab99ef5154bacbd9,C101238045,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/d1/d1470e8a95614481ab99ef5154bacbd9/com.junhaiyouxi.txd.huawei.2005181419.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=72&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
风凌天下,剑荡凡尘路 ，无处不江湖,com.diyibo.fltx.huawei,bf43a4136c64447e8c450efb24b451f2,C100683397,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/bf/bf43a4136c64447e8c450efb24b451f2/com.diyibo.fltx.huawei.2004211439.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=73&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
妖神传,多宠修真 炫战回合,com.ilink.yaoshen.huawei,853b0a97b5fc4b9aaae7f3e127fe6baa,C10866141,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/85/853b0a97b5fc4b9aaae7f3e127fe6baa/com.ilink.yaoshen.huawei.2001092113.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=74&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
斗破修仙,极速升级，超高爆率，爽到停不下来的修仙游戏,com.superlove.huawei.dpxx,f072ce0ed9a543759d909a4066bb2974,C101635879,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/f0/f072ce0ed9a543759d909a4066bb2974/com.superlove.huawei.dpxx.2002041235.rpk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=75&extendStr=serviceType%3A20%3Bs%3A1593496680750%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=e783680455fb4593a99f32abe5ea631c&maple=0&distOpEntity=HWSW,仙侠
天行道,创新国漫放置玄幻手游,com.junhai.txd.huawei,750e302d8ae54003aa14b97a69f708d8,C101201963,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/75/750e302d8ae54003aa14b97a69f708d8/com.junhai.txd.huawei.2003131407.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=76&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
西域风云,十五年经典，虎穴山燃情相约,com.iccgame.xiyufengyun.huawei,1e4a8e1206b64b8f8ad964d22207c26f,C101159715,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/1e/1e4a8e1206b64b8f8ad964d22207c26f/com.iccgame.xiyufengyun.huawei.2004241107.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=77&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
修罗武神,武功秘籍，江湖儿女，修罗之道，不朽仙侠,h5game.chineseall.com.xlws.huawei,02de2b34151445fb944cadb116baeaa4,C100248421,http://appdlc-drcn.hispace.hicloud.com/dl/appdl/application/apk/02/02de2b34151445fb944cadb116baeaa4/h5game.chineseall.com.xlws.huawei.1904221008.apk?sign=e90k1001e710010720009000@39242AEB32C94CE8B8351B071FFF55F6&source=autoList&subsource=a91853b270c14e9d896b8112c8cd2ec6&listId=cds_111122938&position=78&extendStr=serviceType%3A20%3Bs%3A1593496685522%3Btrace%3A095e55b7d6c14e928680b7d150bc07bb&tabStatKey=G03006&hcrId=f3b7552423e447fe8ec1b4507ca0b5c7&maple=0&distOpEntity=HWSW,仙侠
